"plot","yr.m","ppt","yr","mon","season"
"HF","2019-02",70.92,2019,2,2019
"HF","2019-03",14.91,2019,3,2019
"HF","2019-04",8.98,2019,4,2019
"HF","2019-05",13.16,2019,5,2019
"HF","2019-06",0,2019,6,2019
"HF","2019-07",0.82,2019,7,2019
"HF","2019-08",5.28,2019,8,2020
"HF","2019-09",22.82,2019,9,2020
"HF","2019-10",0,2019,10,2020
"HF","2019-11",84.14,2019,11,2020
"HF","2019-12",29.31,2019,12,2020
"HF","2020-01",1.12,2020,1,2020
"HF","2020-02",13.8,2020,2,2020
"HF","2020-03",78.44,2020,3,2020
"HF","2020-04",6.18,2020,4,2020
"HF","2020-05",0,2020,5,2020
"HF","2020-06",0,2020,6,2020
"HF","2020-07",0.79,2020,7,2020
"HM","1985-01",31.66,1985,1,1985
"HM","1985-02",22.44,1985,2,1985
"HM","1985-03",12.48,1985,3,1985
"HM","1985-04",10.04,1985,4,1985
"HM","1985-05",0.09,1985,5,1985
"HM","1985-06",0,1985,6,1985
"HM","1985-07",27.48,1985,7,1985
"HM","1985-08",6.39,1985,8,1986
"HM","1985-09",28.74,1985,9,1986
"HM","1985-10",28.89,1985,10,1986
"HM","1985-11",90.2,1985,11,1986
"HM","1985-12",5.74,1985,12,1986
"HM","1986-01",11.11,1986,1,1986
"HM","1986-02",31.39,1986,2,1986
"HM","1986-03",48.78,1986,3,1986
"HM","1986-04",2.88,1986,4,1986
"HM","1986-05",3.8,1986,5,1986
"HM","1986-06",8.81,1986,6,1986
"HM","1986-07",32.95,1986,7,1986
"HM","1986-08",31.62,1986,8,1987
"HM","1986-09",27.98,1986,9,1987
"HM","1986-10",21.47,1986,10,1987
"HM","1986-11",17.52,1986,11,1987
"HM","1986-12",34.01,1986,12,1987
"HM","1987-01",20.1,1987,1,1987
"HM","1987-02",41.54,1987,2,1987
"HM","1987-03",11.08,1987,3,1987
"HM","1987-04",1.61,1987,4,1987
"HM","1987-05",7.57,1987,5,1987
"HM","1987-06",4.22,1987,6,1987
"HM","1987-07",18.69,1987,7,1987
"HM","1987-08",18.47,1987,8,1988
"HM","1987-09",14.93,1987,9,1988
"HM","1987-10",63.03,1987,10,1988
"HM","1987-11",39.56,1987,11,1988
"HM","1987-12",24.85,1987,12,1988
"HM","1988-01",31.78,1988,1,1988
"HM","1988-02",20.8,1988,2,1988
"HM","1988-03",5.8,1988,3,1988
"HM","1988-04",40.69,1988,4,1988
"HM","1988-05",0,1988,5,1988
"HM","1988-06",1.86,1988,6,1988
"HM","1988-07",31.09,1988,7,1988
"HM","1988-08",114.94,1988,8,1989
"HM","1988-09",1.67,1988,9,1989
"HM","1988-10",0.2,1988,10,1989
"HM","1988-11",13.94,1988,11,1989
"HM","1988-12",4.39,1988,12,1989
"HM","1989-01",50.98,1989,1,1989
"HM","1989-02",2.62,1989,2,1989
"HM","1989-03",26,1989,3,1989
"HM","1989-04",0,1989,4,1989
"HM","1989-05",2.59,1989,5,1989
"HM","1989-06",0,1989,6,1989
"HM","1989-07",50.77,1989,7,1989
"HM","1989-08",16.57,1989,8,1990
"HM","1989-09",0,1989,9,1990
"HM","1989-10",67.14,1989,10,1990
"HM","1989-11",0,1989,11,1990
"HM","1989-12",11.96,1989,12,1990
"HM","1990-01",39.56,1990,1,1990
"HM","1990-02",17.46,1990,2,1990
"HM","1990-03",19.91,1990,3,1990
"HM","1990-04",7.98,1990,4,1990
"HM","1990-05",3.95,1990,5,1990
"HM","1990-06",4.93,1990,6,1990
"HM","1990-07",54.82,1990,7,1990
"HM","1990-08",48.1,1990,8,1991
"HM","1990-09",38.32,1990,9,1991
"HM","1990-10",7.22,1990,10,1991
"HM","1990-11",8.93,1990,11,1991
"HM","1990-12",2.86,1990,12,1991
"HM","1991-01",19.25,1991,1,1991
"HM","1991-02",22.76,1991,2,1991
"HM","1991-03",116.85,1991,3,1991
"HM","1991-04",0,1991,4,1991
"HM","1991-05",0,1991,5,1991
"HM","1991-06",0.57,1991,6,1991
"HM","1991-07",7.33,1991,7,1991
"HM","1991-08",11.28,1991,8,1992
"HM","1991-09",6.43,1991,9,1992
"HM","1991-10",10.58,1991,10,1992
"HM","1991-11",22.43,1991,11,1992
"HM","1991-12",29.87,1991,12,1992
"HM","1992-01",39.34,1992,1,1992
"HM","1992-02",74.52,1992,2,1992
"HM","1992-03",84.72,1992,3,1992
"HM","1992-04",10.73,1992,4,1992
"HM","1992-05",25.31,1992,5,1992
"HM","1992-06",0,1992,6,1992
"HM","1992-07",18.14,1992,7,1992
"HM","1992-08",69.64,1992,8,1993
"HM","1992-09",3.19,1992,9,1993
"HM","1992-10",5.8,1992,10,1993
"HM","1992-11",0,1992,11,1993
"HM","1992-12",80.04,1992,12,1993
"HM","1993-01",137.55,1993,1,1993
"HM","1993-02",140.12,1993,2,1993
"HM","1993-03",19.67,1993,3,1993
"HM","1993-04",0,1993,4,1993
"HM","1993-05",3.04,1993,5,1993
"HM","1993-06",0.48,1993,6,1993
"HM","1993-07",0,1993,7,1993
"HM","1993-08",35.36,1993,8,1994
"HM","1993-09",0.02,1993,9,1994
"HM","1993-10",12.56,1993,10,1994
"HM","1993-11",30.86,1993,11,1994
"HM","1993-12",3.05,1993,12,1994
"HM","1994-01",2.46,1994,1,1994
"HM","1994-02",25.38,1994,2,1994
"HM","1994-03",21.97,1994,3,1994
"HM","1994-04",2.28,1994,4,1994
"HM","1994-05",12.15,1994,5,1994
"HM","1994-06",5.41,1994,6,1994
"HM","1994-07",15.03,1994,7,1994
"HM","1994-08",16.32,1994,8,1995
"HM","1994-09",6.93,1994,9,1995
"HM","1994-10",7.83,1994,10,1995
"HM","1994-11",7.03,1994,11,1995
"HM","1994-12",50.67,1994,12,1995
"HM","1995-01",83.38,1995,1,1995
"HM","1995-02",53.62,1995,2,1995
"HM","1995-03",31.87,1995,3,1995
"HM","1995-04",14.19,1995,4,1995
"HM","1995-05",0.5,1995,5,1995
"HM","1995-06",0.71,1995,6,1995
"HM","1995-07",2.63,1995,7,1995
"HM","1995-08",19.4,1995,8,1996
"HM","1995-09",9.61,1995,9,1996
"HM","1995-10",0,1995,10,1996
"HM","1995-11",8.87,1995,11,1996
"HM","1995-12",3.59,1995,12,1996
"HM","1996-01",1.32,1996,1,1996
"HM","1996-02",19.77,1996,2,1996
"HM","1996-03",16.52,1996,3,1996
"HM","1996-04",0,1996,4,1996
"HM","1996-05",0.44,1996,5,1996
"HM","1996-06",0,1996,6,1996
"HM","1996-07",29.97,1996,7,1996
"HM","1996-08",11.22,1996,8,1997
"HM","1996-09",10.47,1996,9,1997
"HM","1996-10",1.38,1996,10,1997
"HM","1996-11",4.52,1996,11,1997
"HM","1996-12",2.29,1996,12,1997
"HM","1997-01",44.79,1997,1,1997
"HM","1997-02",21.02,1997,2,1997
"HM","1997-03",0,1997,3,1997
"HM","1997-04",9.9,1997,4,1997
"HM","1997-05",0,1997,5,1997
"HM","1997-06",0,1997,6,1997
"HM","1997-07",7.38,1997,7,1997
"HM","1997-08",24.94,1997,8,1998
"HM","1997-09",46.5,1997,9,1998
"HM","1997-10",0,1997,10,1998
"HM","1997-11",2.79,1997,11,1998
"HM","1997-12",44.02,1997,12,1998
"HM","1998-01",16.65,1998,1,1998
"HM","1998-02",98.6,1998,2,1998
"HM","1998-03",34.87,1998,3,1998
"HM","1998-04",7.1,1998,4,1998
"HM","1998-05",6.28,1998,5,1998
"HM","1998-06",0,1998,6,1998
"HM","1998-07",34.01,1998,7,1998
"HM","1998-08",30.85,1998,8,1999
"HM","1998-09",39.12,1998,9,1999
"HM","1998-10",7.15,1998,10,1999
"HM","1998-11",14.42,1998,11,1999
"HM","1998-12",8.23,1998,12,1999
"HM","1999-01",2.81,1999,1,1999
"HM","1999-02",15.86,1999,2,1999
"HM","1999-03",10.66,1999,3,1999
"HM","1999-04",26.96,1999,4,1999
"HM","1999-05",1.14,1999,5,1999
"HM","1999-06",11.34,1999,6,1999
"HM","1999-07",101.81,1999,7,1999
"HM","1999-08",18.27,1999,8,2000
"HM","1999-09",26.98,1999,9,2000
"HM","1999-10",0,1999,10,2000
"HM","1999-11",0,1999,11,2000
"HM","1999-12",0,1999,12,2000
"HM","2000-01",1.71,2000,1,2000
"HM","2000-02",19.26,2000,2,2000
"HM","2000-03",51.65,2000,3,2000
"HM","2000-04",0.42,2000,4,2000
"HM","2000-05",0,2000,5,2000
"HM","2000-06",29.44,2000,6,2000
"HM","2000-07",4.26,2000,7,2000
"HM","2000-08",77.6,2000,8,2001
"HM","2000-09",0,2000,9,2001
"HM","2000-10",143.85,2000,10,2001
"HM","2000-11",3.77,2000,11,2001
"HM","2000-12",0,2000,12,2001
"HM","2001-01",41.06,2001,1,2001
"HM","2001-02",34.66,2001,2,2001
"HM","2001-03",41.01,2001,3,2001
"HM","2001-04",5.51,2001,4,2001
"HM","2001-05",0.02,2001,5,2001
"HM","2001-06",0.48,2001,6,2001
"HM","2001-07",11.18,2001,7,2001
"HM","2001-08",9.26,2001,8,2002
"HM","2001-09",14.26,2001,9,2002
"HM","2001-10",15.69,2001,10,2002
"HM","2001-11",5.76,2001,11,2002
"HM","2001-12",12.59,2001,12,2002
"HM","2002-01",0,2002,1,2002
"HM","2002-02",0,2002,2,2002
"HM","2002-03",1,2002,3,2002
"HM","2002-04",0.3,2002,4,2002
"HM","2002-05",0,2002,5,2002
"HM","2002-06",0,2002,6,2002
"HM","2002-07",5.66,2002,7,2002
"HM","2002-08",0,2002,8,2003
"HM","2002-09",9.11,2002,9,2003
"HM","2002-10",22.16,2002,10,2003
"HM","2002-11",13.37,2002,11,2003
"HM","2002-12",4.28,2002,12,2003
"HM","2003-01",16.69,2003,1,2003
"HM","2003-02",99.22,2003,2,2003
"HM","2003-03",37.78,2003,3,2003
"HM","2003-04",4.09,2003,4,2003
"HM","2003-05",0,2003,5,2003
"HM","2003-06",0,2003,6,2003
"HM","2003-07",18.47,2003,7,2003
"HM","2003-08",50.21,2003,8,2004
"HM","2003-09",19.4,2003,9,2004
"HM","2003-10",0,2003,10,2004
"HM","2003-11",26.82,2003,11,2004
"HM","2003-12",14.97,2003,12,2004
"HM","2004-01",5.46,2004,1,2004
"HM","2004-02",30.1,2004,2,2004
"HM","2004-03",9.49,2004,3,2004
"HM","2004-04",29.16,2004,4,2004
"HM","2004-05",0,2004,5,2004
"HM","2004-06",0,2004,6,2004
"HM","2004-07",11.86,2004,7,2004
"HM","2004-08",10.21,2004,8,2005
"HM","2004-09",22.99,2004,9,2005
"HM","2004-10",94.68,2004,10,2005
"HM","2004-11",80.47,2004,11,2005
"HM","2004-12",57.32,2004,12,2005
"HM","2005-01",71.18,2005,1,2005
"HM","2005-02",99.1,2005,2,2005
"HM","2005-03",13.45,2005,3,2005
"HM","2005-04",5.47,2005,4,2005
"HM","2005-05",0,2005,5,2005
"HM","2005-06",0.42,2005,6,2005
"HM","2005-07",14.15,2005,7,2005
"HM","2005-08",61.31,2005,8,2006
"HM","2005-09",0.46,2005,9,2006
"HM","2005-10",26.31,2005,10,2006
"HM","2005-11",3.53,2005,11,2006
"HM","2005-12",0,2005,12,2006
"HM","2006-01",0,2006,1,2006
"HM","2006-02",0.34,2006,2,2006
"HM","2006-03",20.19,2006,3,2006
"HM","2006-04",0.98,2006,4,2006
"HM","2006-05",0,2006,5,2006
"HM","2006-06",7.44,2006,6,2006
"HM","2006-07",20.24,2006,7,2006
"HM","2006-08",21.99,2006,8,2007
"HM","2006-09",41.47,2006,9,2007
"HM","2006-10",11.46,2006,10,2007
"HM","2006-11",0,2006,11,2007
"HM","2006-12",0.89,2006,12,2007
"HM","2007-01",12.22,2007,1,2007
"HM","2007-02",16.16,2007,2,2007
"HM","2007-03",23.57,2007,3,2007
"HM","2007-04",0,2007,4,2007
"HM","2007-05",0,2007,5,2007
"HM","2007-06",0,2007,6,2007
"HM","2007-07",32.35,2007,7,2007
"HM","2007-08",27.44,2007,8,2008
"HM","2007-09",16.9,2007,9,2008
"HM","2007-10",1.43,2007,10,2008
"HM","2007-11",0,2007,11,2008
"HM","2007-12",56.08,2007,12,2008
"HM","2008-01",51.64,2008,1,2008
"HM","2008-02",16.26,2008,2,2008
"HM","2008-03",4.21,2008,3,2008
"HM","2008-04",0,2008,4,2008
"HM","2008-05",12.98,2008,5,2008
"HM","2008-06",0,2008,6,2008
"HM","2008-07",45.19,2008,7,2008
"HM","2008-08",33.54,2008,8,2009
"HM","2008-09",5.09,2008,9,2009
"HM","2008-10",0,2008,10,2009
"HM","2008-11",39.06,2008,11,2009
"HM","2008-12",51.09,2008,12,2009
"HM","2009-01",0.73,2009,1,2009
"HM","2009-02",21.82,2009,2,2009
"HM","2009-03",0,2009,3,2009
"HM","2009-04",5.92,2009,4,2009
"HM","2009-05",2.43,2009,5,2009
"HM","2009-06",0.27,2009,6,2009
"HM","2009-07",12.27,2009,7,2009
"HM","2009-08",13.39,2009,8,2010
"HM","2009-09",1.42,2009,9,2010
"HM","2009-10",0,2009,10,2010
"HM","2009-11",0,2009,11,2010
"HM","2009-12",29.12,2009,12,2010
"HM","2010-01",92.71,2010,1,2010
"HM","2010-02",40.89,2010,2,2010
"HM","2010-03",19.88,2010,3,2010
"HM","2010-04",0,2010,4,2010
"HM","2010-05",0,2010,5,2010
"HM","2010-06",0,2010,6,2010
"HM","2010-07",14.21,2010,7,2010
"HM","2010-08",39.88,2010,8,2011
"HM","2010-09",0,2010,9,2011
"HM","2010-10",28.08,2010,10,2011
"HM","2010-11",0.93,2010,11,2011
"HM","2010-12",49.92,2010,12,2011
"HM","2011-01",0,2011,1,2011
"HM","2011-02",30.36,2011,2,2011
"HM","2011-03",6.74,2011,3,2011
"HM","2011-04",12.14,2011,4,2011
"HM","2011-05",0,2011,5,2011
"HM","2011-06",0,2011,6,2011
"HM","2011-07",36.63,2011,7,2011
"HM","2011-08",4.12,2011,8,2012
"HM","2011-09",3.46,2011,9,2012
"HM","2011-10",9.32,2011,10,2012
"HM","2011-11",17.29,2011,11,2012
"HM","2011-12",42.68,2011,12,2012
"HM","2012-01",0.36,2012,1,2012
"HM","2012-02",1.25,2012,2,2012
"HM","2012-03",23.66,2012,3,2012
"HM","2012-04",4.34,2012,4,2012
"HM","2012-05",0,2012,5,2012
"HM","2012-06",0,2012,6,2012
"HM","2012-07",47.31,2012,7,2012
"HM","2012-08",25.76,2012,8,2013
"HM","2012-09",14.45,2012,9,2013
"HM","2012-10",2.75,2012,10,2013
"HM","2012-11",0,2012,11,2013
"HM","2012-12",34.48,2012,12,2013
"HM","2013-01",42.83,2013,1,2013
"HM","2013-02",6.29,2013,2,2013
"HM","2013-03",13.85,2013,3,2013
"HM","2013-04",0,2013,4,2013
"HM","2013-05",0.32,2013,5,2013
"HM","2013-06",0,2013,6,2013
"HM","2013-07",23.64,2013,7,2013
"HM","2013-08",49.1,2013,8,2014
"HM","2013-09",26.96,2013,9,2014
"HM","2013-10",4.03,2013,10,2014
"HM","2013-11",49.57,2013,11,2014
"HM","2013-12",10.44,2013,12,2014
"HM","2014-01",0,2014,1,2014
"HM","2014-02",0.41,2014,2,2014
"HM","2014-03",24.37,2014,3,2014
"HM","2014-04",1.11,2014,4,2014
"HM","2014-05",0,2014,5,2014
"HM","2014-06",0,2014,6,2014
"HM","2014-07",28.38,2014,7,2014
"HM","2014-08",55.89,2014,8,2015
"HM","2014-09",45,2014,9,2015
"HM","2014-10",3.88,2014,10,2015
"HM","2014-11",0,2014,11,2015
"HM","2014-12",33.07,2014,12,2015
"HM","2015-01",34.61,2015,1,2015
"HM","2015-02",8.85,2015,2,2015
"HM","2015-03",42,2015,3,2015
"HM","2015-04",5.54,2015,4,2015
"HM","2015-05",25.3,2015,5,2015
"HM","2015-06",3.7,2015,6,2015
"HM","2015-07",45.77,2015,7,2015
"HM","2015-08",10.24,2015,8,2016
"HM","2015-09",8.57,2015,9,2016
"HM","2015-10",37.6,2015,10,2016
"HM","2015-11",5.67,2015,11,2016
"HM","2015-12",6.97,2015,12,2016
"HM","2016-01",40.38,2016,1,2016
"HM","2016-02",4.51,2016,2,2016
"HM","2016-03",0.08,2016,3,2016
"HM","2016-04",4.31,2016,4,2016
"HM","2016-05",17.22,2016,5,2016
"HM","2016-06",2.86,2016,6,2016
"HM","2016-07",8.22,2016,7,2016
"HM","2016-08",49.2,2016,8,2017
"HM","2016-09",20.11,2016,9,2017
"HM","2016-10",4.94,2016,10,2017
"HM","2016-11",15.92,2016,11,2017
"HM","2016-12",66.47,2016,12,2017
"HM","2017-01",51.42,2017,1,2017
"HM","2017-02",56.27,2017,2,2017
"HM","2017-03",9.3,2017,3,2017
"HM","2017-04",0,2017,4,2017
"HM","2017-05",6.16,2017,5,2017
"HM","2017-06",0,2017,6,2017
"HM","2017-07",59.9,2017,7,2017
"HM","2017-08",10.96,2017,8,2018
"HM","2017-09",12.49,2017,9,2018
"HM","2017-10",0,2017,10,2018
"HM","2017-11",0,2017,11,2018
"HM","2017-12",0,2017,12,2018
"HM","2018-01",19.44,2018,1,2018
"HM","2018-02",3.5,2018,2,2018
"HM","2018-03",9.21,2018,3,2018
"HM","2018-04",0,2018,4,2018
"HM","2018-05",0,2018,5,2018
"HM","2018-06",5.31,2018,6,2018
"HM","2018-07",50.94,2018,7,2018
"HM","2018-08",21.57,2018,8,2019
"HM","2018-09",1.83,2018,9,2019
"HM","2018-10",55.47,2018,10,2019
"HM","2018-11",5.55,2018,11,2019
"HM","2018-12",4.06,2018,12,2019
"HM","2019-01",73.74,2019,1,2019
"HM","2019-02",76.48,2019,2,2019
"HM","2019-03",21.52,2019,3,2019
"HM","2019-04",6.52,2019,4,2019
"HM","2019-05",8.66,2019,5,2019
"HM","2019-06",0,2019,6,2019
"HM","2019-07",1.2,2019,7,2019
"HM","2019-08",0.58,2019,8,2020
"HM","2019-09",38.37,2019,9,2020
"HM","2019-10",0,2019,10,2020
"HM","2019-11",78.54,2019,11,2020
"HM","2019-12",36.33,2019,12,2020
"HM","2020-01",0.24,2020,1,2020
"HM","2020-02",28.61,2020,2,2020
"HM","2020-03",100.34,2020,3,2020
"HM","2020-04",0.34,2020,4,2020
"HM","2020-05",0.1,2020,5,2020
"HM","2020-06",0,2020,6,2020
"HM","2020-07",1.66,2020,7,2020
"HQ","1985-01",29.44,1985,1,1985
"HQ","1985-02",22.36,1985,2,1985
"HQ","1985-03",10.47,1985,3,1985
"HQ","1985-04",10.71,1985,4,1985
"HQ","1985-05",0,1985,5,1985
"HQ","1985-06",0,1985,6,1985
"HQ","1985-07",24.72,1985,7,1985
"HQ","1985-08",6.3,1985,8,1986
"HQ","1985-09",29.7,1985,9,1986
"HQ","1985-10",28.48,1985,10,1986
"HQ","1985-11",95.3,1985,11,1986
"HQ","1985-12",7.38,1985,12,1986
"HQ","1986-01",11.77,1986,1,1986
"HQ","1986-02",32.78,1986,2,1986
"HQ","1986-03",48.79,1986,3,1986
"HQ","1986-04",2.74,1986,4,1986
"HQ","1986-05",3.61,1986,5,1986
"HQ","1986-06",7.35,1986,6,1986
"HQ","1986-07",33.09,1986,7,1986
"HQ","1986-08",30.17,1986,8,1987
"HQ","1986-09",26.58,1986,9,1987
"HQ","1986-10",21.51,1986,10,1987
"HQ","1986-11",14.43,1986,11,1987
"HQ","1986-12",36.38,1986,12,1987
"HQ","1987-01",16.22,1987,1,1987
"HQ","1987-02",44.26,1987,2,1987
"HQ","1987-03",9.95,1987,3,1987
"HQ","1987-04",0.67,1987,4,1987
"HQ","1987-05",5.41,1987,5,1987
"HQ","1987-06",4.61,1987,6,1987
"HQ","1987-07",20.63,1987,7,1987
"HQ","1987-08",18.45,1987,8,1988
"HQ","1987-09",12.07,1987,9,1988
"HQ","1987-10",74.09,1987,10,1988
"HQ","1987-11",34.58,1987,11,1988
"HQ","1987-12",27.36,1987,12,1988
"HQ","1988-01",33.51,1988,1,1988
"HQ","1988-02",20.85,1988,2,1988
"HQ","1988-03",7.3,1988,3,1988
"HQ","1988-04",37.02,1988,4,1988
"HQ","1988-05",0,1988,5,1988
"HQ","1988-06",0.54,1988,6,1988
"HQ","1988-07",31.44,1988,7,1988
"HQ","1988-08",116.7,1988,8,1989
"HQ","1988-09",1.57,1988,9,1989
"HQ","1988-10",3.02,1988,10,1989
"HQ","1988-11",14.99,1988,11,1989
"HQ","1988-12",2.97,1988,12,1989
"HQ","1989-01",50.44,1989,1,1989
"HQ","1989-02",1.09,1989,2,1989
"HQ","1989-03",28.91,1989,3,1989
"HQ","1989-04",0,1989,4,1989
"HQ","1989-05",3.2,1989,5,1989
"HQ","1989-06",0,1989,6,1989
"HQ","1989-07",33.05,1989,7,1989
"HQ","1989-08",13.05,1989,8,1990
"HQ","1989-09",0,1989,9,1990
"HQ","1989-10",97.84,1989,10,1990
"HQ","1989-11",0,1989,11,1990
"HQ","1989-12",10.79,1989,12,1990
"HQ","1990-01",39.5,1990,1,1990
"HQ","1990-02",17.5,1990,2,1990
"HQ","1990-03",20.55,1990,3,1990
"HQ","1990-04",6.43,1990,4,1990
"HQ","1990-05",3.84,1990,5,1990
"HQ","1990-06",4.01,1990,6,1990
"HQ","1990-07",71.92,1990,7,1990
"HQ","1990-08",44.62,1990,8,1991
"HQ","1990-09",48.57,1990,9,1991
"HQ","1990-10",5.31,1990,10,1991
"HQ","1990-11",4.96,1990,11,1991
"HQ","1990-12",1.89,1990,12,1991
"HQ","1991-01",18.64,1991,1,1991
"HQ","1991-02",26.35,1991,2,1991
"HQ","1991-03",117.89,1991,3,1991
"HQ","1991-04",0,1991,4,1991
"HQ","1991-05",0,1991,5,1991
"HQ","1991-06",0,1991,6,1991
"HQ","1991-07",3.66,1991,7,1991
"HQ","1991-08",25.3,1991,8,1992
"HQ","1991-09",4.77,1991,9,1992
"HQ","1991-10",12.59,1991,10,1992
"HQ","1991-11",21.32,1991,11,1992
"HQ","1991-12",33.54,1991,12,1992
"HQ","1992-01",38.53,1992,1,1992
"HQ","1992-02",81.55,1992,2,1992
"HQ","1992-03",91.08,1992,3,1992
"HQ","1992-04",10.24,1992,4,1992
"HQ","1992-05",20.05,1992,5,1992
"HQ","1992-06",0,1992,6,1992
"HQ","1992-07",16.68,1992,7,1992
"HQ","1992-08",67.79,1992,8,1993
"HQ","1992-09",2.72,1992,9,1993
"HQ","1992-10",2.61,1992,10,1993
"HQ","1992-11",0,1992,11,1993
"HQ","1992-12",82.3,1992,12,1993
"HQ","1993-01",140.96,1993,1,1993
"HQ","1993-02",155.02,1993,2,1993
"HQ","1993-03",18.67,1993,3,1993
"HQ","1993-04",0,1993,4,1993
"HQ","1993-05",1.94,1993,5,1993
"HQ","1993-06",0.07,1993,6,1993
"HQ","1993-07",0,1993,7,1993
"HQ","1993-08",56.96,1993,8,1994
"HQ","1993-09",0,1993,9,1994
"HQ","1993-10",12.18,1993,10,1994
"HQ","1993-11",37.47,1993,11,1994
"HQ","1993-12",2,1993,12,1994
"HQ","1994-01",1.7,1994,1,1994
"HQ","1994-02",27.35,1994,2,1994
"HQ","1994-03",19.03,1994,3,1994
"HQ","1994-04",1.08,1994,4,1994
"HQ","1994-05",15.43,1994,5,1994
"HQ","1994-06",5.59,1994,6,1994
"HQ","1994-07",24.56,1994,7,1994
"HQ","1994-08",14.66,1994,8,1995
"HQ","1994-09",8.92,1994,9,1995
"HQ","1994-10",8.63,1994,10,1995
"HQ","1994-11",6.94,1994,11,1995
"HQ","1994-12",53.51,1994,12,1995
"HQ","1995-01",82.65,1995,1,1995
"HQ","1995-02",58.18,1995,2,1995
"HQ","1995-03",29.35,1995,3,1995
"HQ","1995-04",10.69,1995,4,1995
"HQ","1995-05",0,1995,5,1995
"HQ","1995-06",0.21,1995,6,1995
"HQ","1995-07",1.74,1995,7,1995
"HQ","1995-08",28.46,1995,8,1996
"HQ","1995-09",12.82,1995,9,1996
"HQ","1995-10",0,1995,10,1996
"HQ","1995-11",8.2,1995,11,1996
"HQ","1995-12",0.01,1995,12,1996
"HQ","1996-01",1.01,1996,1,1996
"HQ","1996-02",20.43,1996,2,1996
"HQ","1996-03",16.08,1996,3,1996
"HQ","1996-04",0,1996,4,1996
"HQ","1996-05",0.06,1996,5,1996
"HQ","1996-06",0,1996,6,1996
"HQ","1996-07",32.4,1996,7,1996
"HQ","1996-08",7.28,1996,8,1997
"HQ","1996-09",17.82,1996,9,1997
"HQ","1996-10",0.25,1996,10,1997
"HQ","1996-11",2.73,1996,11,1997
"HQ","1996-12",1.79,1996,12,1997
"HQ","1997-01",39.71,1997,1,1997
"HQ","1997-02",23.61,1997,2,1997
"HQ","1997-03",0,1997,3,1997
"HQ","1997-04",6.31,1997,4,1997
"HQ","1997-05",0,1997,5,1997
"HQ","1997-06",0,1997,6,1997
"HQ","1997-07",1.87,1997,7,1997
"HQ","1997-08",26.89,1997,8,1998
"HQ","1997-09",54.15,1997,9,1998
"HQ","1997-10",0,1997,10,1998
"HQ","1997-11",1.92,1997,11,1998
"HQ","1997-12",43.53,1997,12,1998
"HQ","1998-01",12.95,1998,1,1998
"HQ","1998-02",106.6,1998,2,1998
"HQ","1998-03",31.95,1998,3,1998
"HQ","1998-04",3.83,1998,4,1998
"HQ","1998-05",2.4,1998,5,1998
"HQ","1998-06",0,1998,6,1998
"HQ","1998-07",57.24,1998,7,1998
"HQ","1998-08",43.34,1998,8,1999
"HQ","1998-09",39.14,1998,9,1999
"HQ","1998-10",4.34,1998,10,1999
"HQ","1998-11",9.49,1998,11,1999
"HQ","1998-12",7.58,1998,12,1999
"HQ","1999-01",2.14,1999,1,1999
"HQ","1999-02",15.9,1999,2,1999
"HQ","1999-03",10.82,1999,3,1999
"HQ","1999-04",25.73,1999,4,1999
"HQ","1999-05",0,1999,5,1999
"HQ","1999-06",9.87,1999,6,1999
"HQ","1999-07",97.95,1999,7,1999
"HQ","1999-08",21.49,1999,8,2000
"HQ","1999-09",41.28,1999,9,2000
"HQ","1999-10",0,1999,10,2000
"HQ","1999-11",0,1999,11,2000
"HQ","1999-12",0,1999,12,2000
"HQ","2000-01",0,2000,1,2000
"HQ","2000-02",19.64,2000,2,2000
"HQ","2000-03",53.28,2000,3,2000
"HQ","2000-04",0.09,2000,4,2000
"HQ","2000-05",0,2000,5,2000
"HQ","2000-06",37.29,2000,6,2000
"HQ","2000-07",4.05,2000,7,2000
"HQ","2000-08",56.04,2000,8,2001
"HQ","2000-09",0,2000,9,2001
"HQ","2000-10",173.22,2000,10,2001
"HQ","2000-11",3.11,2000,11,2001
"HQ","2000-12",0.17,2000,12,2001
"HQ","2001-01",39.28,2001,1,2001
"HQ","2001-02",35.21,2001,2,2001
"HQ","2001-03",38.64,2001,3,2001
"HQ","2001-04",3.46,2001,4,2001
"HQ","2001-05",0.01,2001,5,2001
"HQ","2001-06",1.35,2001,6,2001
"HQ","2001-07",14.87,2001,7,2001
"HQ","2001-08",18.07,2001,8,2002
"HQ","2001-09",7.25,2001,9,2002
"HQ","2001-10",14.38,2001,10,2002
"HQ","2001-11",5.21,2001,11,2002
"HQ","2001-12",11.68,2001,12,2002
"HQ","2002-01",0,2002,1,2002
"HQ","2002-02",0,2002,2,2002
"HQ","2002-03",0.96,2002,3,2002
"HQ","2002-04",0,2002,4,2002
"HQ","2002-05",0,2002,5,2002
"HQ","2002-06",0,2002,6,2002
"HQ","2002-07",12.76,2002,7,2002
"HQ","2002-08",0,2002,8,2003
"HQ","2002-09",27.41,2002,9,2003
"HQ","2002-10",30.59,2002,10,2003
"HQ","2002-11",12.2,2002,11,2003
"HQ","2002-12",3.86,2002,12,2003
"HQ","2003-01",14.97,2003,1,2003
"HQ","2003-02",116.37,2003,2,2003
"HQ","2003-03",37.76,2003,3,2003
"HQ","2003-04",3.25,2003,4,2003
"HQ","2003-05",0,2003,5,2003
